-808,1440609335848,1,009.7563953400
-808,1440609335850,1,009.8150634766
-808,1440609335852,1,009.7686309814
-808,1440609335854,1,009.7749605179
-808,1440609335856,1,009.8109016418
-808,1440609335863,1,009.8299398422
-808,1440609335868,1,009.7751045227
-808,1440609335873,1,009.7846651077
-808,1440609335878,1,009.8275585175
-808,1440609335882,1,009.8749284744
-808,1440609335883,1,009.8324537277
-808,1440609335886,1,009.7639284134
-808,1440609335888,1,009.7659091949
-808,1440609335891,1,009.8014802933
-808,1440609335894,1,009.8748950958
-808,1440609335897,1,009.8185052872
-808,1440609335900,1,009.8825807571
-664,1440609335904,1,009.8226947784
-664,1440609335908,1,009.8447008133
-664,1440609335913,1,009.8836984634
-664,1440609335917,1,009.8659229279
-664,1440609335921,1,009.8036069870
-664,1440609335925,1,009.8254737854
-664,1440609335929,1,009.8658380508
-664,1440609335933,1,009.8225107193
-664,1440609335937,1,009.8330678940
-664,1440609335941,1,009.8393917084
-664,1440609335945,1,009.8390865326
-664,1440609335949,1,009.8298587799
-664,1440609335953,1,009.8043603897
-664,1440609335958,1,009.8439798355
-664,1440609335963,1,009.7968664169
-664,1440609335968,1,009.8439044952
-664,1440609335973,1,009.8583793640
-664,1440609335978,1,009.8106222153
-664,1440609335983,1,009.8800868988
-664,1440609335987,1,009.8031711578
-664,1440609335991,1,009.8875942230
-664,1440609335995,1,009.8418674469
-664,1440609335999,1,009.8256788254
-664,1440609336003,1,009.8444890976
-664,1440609336007,1,009.7915620804
-664,1440609336012,1,009.8205413818
-664,1440609336017,1,009.8511028290
-664,1440609336022,1,009.7989835739
-664,1440609336027,1,009.8323898315
-664,1440609336032,1,009.8518581390
-664,1440609336037,1,009.8658809662
-664,1440609336042,1,009.8055877686
-664,1440609336047,1,009.8249073029
-664,1440609336052,1,009.8129272461
-664,1440609336057,1,009.8152017593
-664,1440609336062,1,009.8419218063
-664,1440609336067,1,009.8017578125
-664,1440609336072,1,009.7945890427
-664,1440609336077,1,009.8422946930
