1452280954259,7,3,
1452280954281,7,3,
1452280954289,7,3,
1452280954308,7,3,
1452280954333,7,3,
1452280954324,7,3,
1452280954356,7,3,
1452280954378,7,3,
1452280954385,7,3,
1452280954403,7,3,
1452280954425,7,3,
1452280954441,7,3,
1452280954460,7,3,
1452280954476,7,3,
1452280954484,7,3,
1452280954503,7,3,
1452280954520,7,3,
1452280954535,7,3,
1452280954551,7,3,
1452280954569,7,3,
1452280954585,7,3,
1452280954608,7,3,
1452280954622,7,3,
1452280955583,7,3,
1452280955600,7,3,
1452280955617,7,3,
1452280955633,7,3,
1452280955651,7,3,
1452280955668,7,3,
1452280955686,7,3,
1452280955703,7,3,
1452280955719,7,3,
1452280955736,7,3,
1452280955753,7,3,
1452280969324,7,3,
1452280969348,7,3,
1452280969353,7,3,
1452280969370,7,3,
1452280969388,7,3,
1452280969408,7,3,
1452280969433,7,3,
1452280969442,7,3,
1452280969459,7,3,
1452280969477,7,3,
1452280969495,7,3,
1452280969509,7,3,
1452280969525,7,3,
1452280969542,7,3,
1452280969556,7,3,
1452280969574,7,3,
1452280969593,7,3,
1452280969611,7,3,
1452280969624,7,3,
1452280969641,7,3,
1452280969658,7,3,
1452280969675,7,3,
1452280969690,7,3,
1452280969707,7,3,
1452280969728,7,3,
1452280969790,7,3,
1452280969983,4,3,
1452280969990,5,3,
