1452280821348,7,3,
1452280821373,7,3,
1452280821381,7,3,
1452280821408,7,3,
1452280821444,7,3,
1452280821414,7,3,
1452280821589,7,3,
1452280821570,7,3,
1452280821605,7,3,
1452280821631,7,3,
1452280821511,7,3,
1452280821647,7,3,
1452280821491,7,3,
1452280821471,7,3,
1452280821544,7,3,
1452280821532,7,3,
1452280821654,7,3,
1452280821875,7,3,
1452280821672,7,3,
1452280821908,7,3,
1452280821889,7,3,
1452280821928,7,3,
1452280821858,7,3,
1452280821947,7,3,
1452280821967,7,3,
1452280821564,7,3,
1452280823287,7,3,
1452280847872,7,3,
1452280847889,7,3,
1452280847907,7,3,
1452280847925,7,3,
1452280847940,7,3,
1452280847962,7,3,
1452280847987,7,3,
1452280848007,7,3,
1452280848036,7,3,
1452280848017,7,3,
1452280848046,7,3,
1452280848069,7,3,
1452280848100,7,3,
1452280848126,7,3,
1452280848088,7,3,
1452280848135,7,3,
1452280848186,7,3,
1452280848176,7,3,
1452280848157,7,3,
1452280848206,7,3,
1452280848232,7,3,
1452280848253,7,3,
1452280848287,7,3,
1452280848266,7,3,
1452280848548,4,3,
1452280848564,5,3,
