1452280477748,7,3,
1452280477773,7,3,
1452280477793,7,3,
1452280477800,7,3,
1452280477818,7,3,
1452280477843,7,3,
1452280477862,7,3,
1452280477870,7,3,
1452280477889,7,3,
1452280477909,7,3,
1452280477919,7,3,
1452280477935,7,3,
1452280477957,7,3,
1452280477973,7,3,
1452280477992,7,3,
1452280478010,7,3,
1452280478025,7,3,
1452280478044,7,3,
1452280478061,7,3,
1452280478077,7,3,
1452280489219,7,3,
1452280489238,7,3,
1452280489256,7,3,
1452280489270,7,3,
1452280489309,7,3,
1452280489287,7,3,
1452280489330,7,3,
1452280489349,7,3,
1452280489357,7,3,
1452280489376,7,3,
1452280489410,7,3,
1452280489394,7,3,
1452280489431,7,3,
1452280489448,7,3,
1452280489467,7,3,
1452280489475,7,3,
1452280489670,7,3,
1452280490033,4,3,
1452280490209,5,3,
