1452281309893,7,3,
1452281309901,7,3,
1452281309923,7,3,
1452281309944,7,3,
1452281309951,7,3,
1452281309972,7,3,
1452281309992,7,3,
1452281310013,7,3,
1452281310019,7,3,
1452281310037,7,3,
1452281310059,7,3,
1452281310076,7,3,
1452281310096,7,3,
1452281310105,7,3,
1452281310126,7,3,
1452281310145,7,3,
1452281310163,7,3,
1452281310179,7,3,
1452281310196,7,3,
1452281310214,7,3,
1452281310233,7,3,
1452281310241,7,3,
1452281310257,7,3,
1452281310273,7,3,
1452281311747,7,3,
1452281311773,7,3,
1452281311788,7,3,
1452281311805,7,3,
1452281311821,7,3,
1452281311837,7,3,
1452281311852,7,3,
1452281311867,7,3,
1452281311885,7,3,
1452281311904,7,3,
1452281321103,7,3,
1452281321160,7,3,
1452281321178,7,3,
1452281321269,7,3,
1452281321286,7,3,
1452281321313,7,3,
1452281321333,7,3,
1452281321342,7,3,
1452281321383,7,3,
1452281321398,7,3,
1452281321428,7,3,
1452281321447,7,3,
1452281321476,7,3,
1452281321484,7,3,
1452281321505,7,3,
1452281321512,7,3,
1452281321529,7,3,
1452281321547,7,3,
1452281321575,7,3,
1452281321598,7,3,
1452281321604,7,3,
1452281321622,7,3,
1452281321653,7,3,
1452281321860,4,3,
1452281321880,5,3,
